Word,Reading,Sequence,Index,Glosses,GlossLanguages,GlossGenders,GlossTypes,PartOfSpeech,CrossRef,Antonymns,Field,Dialect,IsUsuallyKana,Sources,SourceLanguages,SourceTypes,SourceWaseigo,Info,Info2
白衣,はくい,1474990,2,commoner without rank (in ancient China),,,,&n;,,,,,False,,,,,,&hist;
白装束,しろしょうぞく,1841570,0,white clothing,,,,&n;,,,,,False,,,,,,
白身,しろみ,1475240,0,egg white,,,,&n;,黄身,,,,False,,,,,,
白身,しろみ,1475240,1,"white-fleshed fish (e.g. tai, hirame, karei); white meat; fatty meat",||,||,||,&n;,赤身・1,,,,False,,,,,,
白身,しろみ,1475240,2,sapwood,,,,&n;,,,,,False,,,,,,
白銀,はくぎん,1841690,0,silver,,,,&n;,,,,,False,,,,,,
白銀,はくぎん,1841690,1,silver colour; snow,|,|,|fig,&n;,,,,,False,,,,,,
白銅,はくどう,1841700,0,nickel and copper alloy,,,,&n;,,,,,False,,,,,,
白雪,しらゆき,1650820,0,white snow,,,,&n;,,,,,False,,,,,,
白雲,しらくも,1650830,0,white clouds,,,,&n;,,,,,False,,,,,,
白馬,はくば,1841490,0,white horse,,,,&n;,,,,,False,,,,,,
白骨,はっこつ,1625840,0,white (bleached) bone; skeleton,|,|,|,&n;,,,,,False,,,,,,
白髪,しらが,1583050,0,white hair; grey hair; gray hair,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
白髪,はくはつ,1583050,0,white hair; grey hair; gray hair,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
白鳥,はくちょう,1475330,0,swan (Cygnus spp.),,,,&n;,,,,,False,,,,,,
白鳥,はくちょう,1475330,1,white-feathered bird,,,,&n;,,,,,False,,,,,,
白鷺,しらさぎ,1841780,0,heron with all-white plumage (incl. egrets); white heron,|,|,|,&n;,,,,,False,,,,,,
白黒,しろくろ,1475160,0,black and white; monochrome,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
白黒,しろくろ,1475160,1,good and evil; right and wrong; guilt and innocence,||,||,||,&n;,,,,,False,,,,,,
百,ひゃく,1488000,0,hundred; 100,|,|,|,&num;,,,,,False,,,,,陌 and 佰 are used in legal documents,
百万,ひゃくまん,1488500,0,"1,000,000; one million; million",||,||,||,&num;,,,,,False,,,,,,
百万,ひゃくまん,1488500,1,many,,,,&n;,,,,,False,,,,,,
百人一首,ひゃくにんいっしゅ,1488230,0,(Ogura) Hyakunin Isshu; classical Japanese anthology of one hundred Japanese waka by one hundred poets,|,|,|expl,&n;,,,,,False,,,,,,&work;
百人一首,ひゃくにんいっしゅ,1488230,1,hyakunin isshu karuta; hyakunin isshu poetry cards,|,|,|,&n;,かるた,,,,False,,,,,,
百億,ひゃくおく,1488010,0,"10,000,000,000; ten billion",|,|,|,&num;,,,,,False,,,,,,
百八十度,ひゃくはちじゅうど,1711040,0,180 degrees; complete change,|,|,|,&n;,,,,,False,,,,,,
百合,ゆり,1488160,0,lily (Lilium spp.),,,,&n;,,,,,False,,,,,,
百合,ゆり,1488160,1,yuri; genre of comics and novels about female homosexuality,|,|,|expl,&n;,ガールズラブ,,,,False,,,,,,&sl;
百姓,ひゃくしょう,1488250,0,farmer; peasant; country bumpkin,||,||,||,&n;|&vs;,,,,,False,,,,,,&sens;
百姓,ひゃくしょう,1488250,1,farming,,,,&n;|&vs;,,,,,False,,,,,,
百姓,ひゃくしょう,1488250,2,the common people,,,,&n;|&vs;,百姓・ひゃくせい,,,,False,,,,,,
百害,ひゃくがい,1488100,0,great damage,,,,&n;,,,,,False,,,,,,
百家争鳴,ひゃっかそうめい,1488020,0,let a hundred schools of thought contend,,,,&n;,,,,,False,,,,,,&yoji;
百戦錬磨,ひゃくせんれんま,1602170,0,veteran; battle-worn; schooled by adversity in many battles; rich in experience,|||,|||,|||,&adj-no;,,,,,False,,,,,,&yoji;
百景,ひゃっけい,1488120,0,100 famous views,,,,&n;,,,,,False,,,,,,
百科,ひゃっか,1488030,0,many objects (for study),,,,&n;,,,,,False,,,,,,
百科,ひゃっか,1488030,1,encyclopedia; encyclopaedia,|,|,|,&n;,百科事典,,,,False,,,,,,&abbr;
百科事典,ひゃっかじてん,1602190,0,encyclopedia; encyclopaedia,|,|,|,&n;,,,,,False,,,,,,
百科全書,ひゃっかぜんしょ,1488040,0,encyclopedia,,,,&n;,,,,,False,,,,,,
百科全書,ひゃっかぜんしょ,1488040,1,Encyclopedie universelle des arts et sciences (Diderot),,,,&n;,,,,,False,,,,,,
百科辞典,ひゃっかじてん,1602190,0,encyclopedia; encyclopaedia,|,|,|,&n;,,,,,False,,,,,,
百聞,ひゃくぶん,1488460,0,hearing many times,,,,&n;,百聞は一見にしかず・ひゃくぶんはいっけんにしかず,,,,False,,,,,,
百貨店,ひゃっかてん,1488090,0,(department) store; (department) stores,|,|,|,&n;,,,,,False,,,,,,
百選,ひゃくせん,1711110,0,top hundred; hundred best,|,|,|,&n-suf;|&n;,,,,,False,,,,,,
的,てき,1437260,0,-ical; -ive; -al; -ic; -y,||||,||||,||||,&suf;|&adj-na;,,,,,False,,,,,used to form adjectives from nouns,
的,てき,1437260,1,-like; -ish; -sort of; -kind of,|||,|||,|||,&suf;|&adj-na;,,,,,False,,,,,,
的,てき,1437260,2,(something) like; along the lines of,|,|,|,&suf;|&adj-na;,,,,,False,,,,,"used similarly to a quoting particle, esp. as 的な or 的なこと",&col;
的,てき,1437260,3,-wise; in terms of; for; from the viewpoint of; from a ... standpoint; as far as ... is concerned,|||||,|||||,|||||,&suf;|&adj-na;,,,,,False,,,,,"after a noun or pronoun, esp. adverbially as ～に(は)",&col;
的,てき,1437260,4,Mr.; Ms.; Mrs.,||,||,||,&suf;,,,,,False,,,,,"used as a form of address with names, work titles, etc. to denote either light disdain or familiarity",&fam;|&col;|&dated;
的,まと,1437270,0,mark; target,|,|,|,&n;,,,,,False,,,,,,
的,まと,1437270,1,object; subject; focus,||,||,||,&n;,,,,,False,,,,,,
的,まと,1437270,2,point (e.g. of argument),,,,&n;,,,,,False,,,,,,
的中,てきちゅう,1437300,0,hitting the target; striking home,|,|,|,&n;|&vs;,,,,,False,,,,,,
的中,てきちゅう,1437300,1,proving to be right; coming true; being on the mark,||,||,||,&n;|&vs;,,,,,False,,,,,,
的外れ,まとはずれ,1620940,0,off the mark; off base; misdirected; irrelevant,|||,|||,|||,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
的確,てきかく,1437290,0,precise; accurate; appropriate; exactly the right,|||,|||,|||,&adj-na;|&n;,,,,,False,,,,,,
的確,てっかく,1437290,0,precise; accurate; appropriate; exactly the right,|||,|||,|||,&adj-na;|&n;,,,,,False,,,,,,
皆,みな,1202150,0,everyone; everybody; all,||,||,||,&n;|&pn;|&adv;,,,,,True,,,,,,&uk;
皆,みな,1202150,1,everything; all,|,|,|,&n;|&adv;,,,,,True,,,,,,&uk;
皆,みんな,1202150,0,everyone; everybody; all,||,||,||,&n;|&pn;|&adv;,,,,,True,,,,,,&uk;
皆,みんな,1202150,1,everything; all,|,|,|,&n;|&adv;,,,,,True,,,,,,&uk;
皆さん,みなさん,1202170,0,all; everyone; everybody,||,||,||,&n;,,,,,False,,,,,,&hon;
皆様,みなさま,1202260,0,everyone,,,,&n;,,,,,False,,,,,,&hon;
皆殺し,みなごろし,1202230,0,massacre; annihilation; wholesale slaughter,||,||,||,&n;,,,,,False,,,,,,
皆無,かいむ,1202240,0,nonexistent; nil; none; nothing (at all); bugger-all,||||,||||,||||,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
皆目,かいもく,1202250,0,entirely; (not) at all,|,|,|,&adv;,,,,,False,,,,,with neg. sentence,
皇位,こうい,1280350,0,imperial throne,,,,&n;,,,,,False,,,,,,
皇后,こうごう,1280390,0,(Japanese) empress; queen,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
皇太后,こうたいごう,1280450,0,Queen Mother; Empress Dowager,|,|,|,&n;,,,,,False,,,,,,
皇太子,こうたいし,1280460,0,crown prince,,,,&n;,,,,,False,,,,,,
皇太子妃,こうたいしひ,1280480,0,crown princess,,,,&n;,,,,,False,,,,,,
皇女,こうじょ,1280430,0,imperial princess,,,,&n;,,,,,False,,,,,,
皇子,おうじ,1280410,0,imperial prince,,,,&n;,,,,,False,,,,,,
皇室,こうしつ,1280420,0,Imperial household,,,,&n;,,,,,False,,,,,,
皇宮警察,こうぐうけいさつ,1639850,0,the Imperial Guards,,,,&n;,,,,,False,,,,,,
皇居,こうきょ,1280380,0,Imperial Palace (of Japan); imperial residence,|,|,|,&n;,,,,,False,,,,,,
皇帝,こうてい,1280490,0,emperor,,,,&n;,,,,,False,,,,,,&hon;
皇族,こうぞく,1280440,0,imperial family; royalty,|,|,|,&n;,,,,,False,,,,,,
皇民党,こうみんとう,1631310,0,Imperialist Party,,,,&n;,,,,,False,,,,,,
皇軍,こうぐん,1719310,0,(Japanese) Imperial Army,,,,&n;,,,,,False,,,,,,&hist;
皮,かわ,1483800,0,skin; hide; pelt; fur,|||,|||,|||,&n;,革,,,,False,,,,,,
皮,かわ,1483800,1,rind; peel; husk; bark,|||,|||,|||,&n;,,,,,False,,,,,,
皮,かわ,1483800,2,shell; sheath; wrapping,||,||,||,&n;,,,,,False,,,,,,
皮,かわ,1483800,3,mask (hiding one's true nature); seeming,|,|,|,&n;,化けの皮・ばけのかわ|欲の皮が突っ張る・よくのかわがつっぱる,,,,False,,,,,,
皮下,ひか,1483820,0,subcutaneous,,,,&n;|&adj-no;,,,,,False,,,,,,
皮切り,かわきり,1483880,0,beginning; start,|,|,|,&n;,,,,,False,,,,,,
皮算用,かわざんよう,1771380,0,over-optimistic calculation; counting one's chickens before they're hatched,|,|,|,&n;,取らぬ狸の皮算用,,,,False,,,,,,
皮肉,ひにく,1483900,0,irony; sarcasm; cynicism; satire,|||,|||,|||,&n;|&adj-na;|&adj-no;,,,,,False,,,,,,
皮肉,ひにく,1483900,1,unexpected; different from what one expected; not as one had planned,||,||,||,&adj-na;|&adj-no;|&n;,,,,,False,,,,,,
皮肉,ひにく,1483900,2,(only) surface; something superficial,|,|,|,&n;,,,,,False,,,,,,
皮肉,ひにく,1483900,3,skin and bone; body,|,|,|,&n;,,,,,False,,,,,literal meaning,&arch;
皮肉る,ひにくる,1922740,0,to make a cynical remark (about); to make a sarcastic remark (about); to satirize; to mock,|||,|||,|||,&v5r;|&vt;,,,,,False,,,,,,
皮脂,ひし,1954470,0,sebum; sebaceous matter,|,|,|,&n;,,,,,False,,,,,,
皮膚,ひふ,1483920,0,skin,,,,&n;,,,,,False,,,,,,
皮膚病,ひふびょう,1483950,0,skin disease,,,,&n;,,,,,False,,,,,,
皮膚科,ひふか,1483940,0,dermatology,,,,&n;,,,,,False,,,,,,
皮質,ひしつ,1483870,0,cortex,,,,&n;,髄質,,&anat;,,False,,,,,,
皮革,ひかく,1483850,0,leather; hide,|,|,|,&n;,,,,,False,,,,,,
皺,しわ,1569740,0,wrinkle; crease,|,|,|,&n;,,,,,True,,,,,,&uk;
皺,しわ,1569740,1,ripple,,,,&n;,,,,,True,,,,,,&uk;
皿,さら,1299680,0,plate; dish; platter; disc,|||,|||,|||,&n;,お皿,,,,False,,,,,,
皿,さら,1299680,1,serving; helping; course,||,||,||,&n;|&n-suf;|&ctr;,,,,,False,,,,,,
皿,さら,1299680,2,kanji radical 108 (at the bottom),,,,&n;,,,,,False,,,,,,
皿洗い,さらあらい,1299690,0,washing-up; dish-washing,|,|,|,&n;,,,,,False,,,,,,
盆,ぼん,1523700,0,tray,,,,&n;,,,,,False,,,,,,
盆,ぼん,1523700,1,family; household,|,|,|,&n;,,,,,False,,,,,,
盆,ぼん,1523700,2,O-Bon; Bon Festival; Lantern Festival; Festival of the Dead,|||,|||,|||,&n;,盂蘭盆,,,,False,,,,,,&abbr;
盆,ぼん,1523700,3,gambler's den,,,,&n;,,,,,False,,,,,,&sl;
盆地,ぼんち,1523760,0,basin (e.g. between mountains),,,,&n;,,,,,False,,,,,,
盆栽,ぼんさい,1523730,0,bonsai; miniature potted plant,|,|,|,&n;,,,,,False,,,,,,
盆踊り,ぼんおどり,1523780,0,Bon Festival dance; Lantern Festival dance,|,|,|,&n;,,,,,False,,,,,,
益,えき,1576560,0,benefit; use; good; advantage; gain,||||,||||,||||,&n;,,,,,False,,,,,,
益,えき,1576560,1,profit; gains,|,|,|,&n;,,,,,False,,,,,,
益々,ますます,1603950,0,increasingly; more and more; decreasingly (when declining); less and less,|||,|||,|||,&adv;,,,,,True,,,,,,&uk;
益金,えききん,1175100,0,profit,,,,&n;,,,,,False,,,,,,
盗み,ぬすみ,1448400,0,stealing,,,,&n;,,,,,False,,,,,,
盗む,ぬすむ,1448440,0,to steal,,,,&v5m;|&vt;,,,,,False,,,,,,
盗む,ぬすむ,1448440,1,"to plagiarize; to steal (a technique, idea, etc.); to watch and learn",||,||,||,&v5m;|&vt;,,,,,False,,,,,,
盗む,ぬすむ,1448440,2,to do stealthily,,,,&v5m;|&vt;,,,,,False,,,,,oft. as 目を盗んで,
盗む,ぬすむ,1448440,3,to do during scant time,,,,&v5m;|&vt;,,,,,False,,,,,usu. as 暇を盗んで,
盗む,ぬすむ,1448440,4,to steal a base,,,,&v5m;|&vt;,,,&baseb;,,False,,,,,,
盗人,ぬすびと,1448390,0,thief; robber,|,|,|,&n;,,,,,False,,,,,,
盗作,とうさく,1448450,0,plagiarism; plagiarised work,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
盗品,とうひん,1448530,0,stolen goods; loot; spoils,||,||,||,&n;|&adj-no;,,,,,False,,,,,,
盗塁,とうるい,1448560,0,base stealing; steal; stolen base,||,||,||,&n;|&vs;|&vi;,,,&baseb;,,False,,,,,,
盗掘,とうくつ,1773930,0,illegal digging; illegal mining; grave robbing; tomb robbing,|||,|||,|||,&n;|&vs;|&vt;,,,,,False,,,,,,
盗用,とうよう,1448550,0,embezzlement; fraudulent use; plagiarism; appropriation,|||,|||,|||,&n;|&vs;|&vt;,,,,,False,,,,,,
盗聴,とうちょう,1448480,0,interception (email); wiretap; bug,||,||,||,&n;|&vs;|&adj-no;|&vt;,,,,,False,,,,,,
盗聴器,とうちょうき,1448490,0,listening device; bug; wiretap,||,||,||,&n;,,,,,False,,,,,,
盗賊,とうぞく,1448470,0,thief; robber; burglar; bandit,|||,|||,|||,&n;,,,,,False,,,,,,
盗難,とうなん,1448500,0,theft; robbery,|,|,|,&n;,,,,,False,,,,,,
盛り,さかり,1379640,0,"height (e.g. of summer); peak (e.g. of cherry blossom season); (in) season; full bloom; full swing (of a party, etc.)",||||,||||,||||,&n;|&n-suf;,,,,,False,,,,,ざかり when used as a suffix,
盛り,さかり,1379640,1,prime (of one's life); (one's) best days; bloom,||,||,||,&n;|&n-suf;,,,,,False,,,,,,
盛り,さかり,1379640,2,(being in) heat; rut,|,|,|,&n;,,,,,False,,,,,,
盛り上がり,もりあがり,1379680,0,climax; uprush,|,|,|,&n;,,,,,False,,,,,,
盛り上がり,もりあがり,1379680,1,bulge,,,,&n;,,,,,False,,,,,,
盛り上がる,もりあがる,1379690,0,to swell; to rise; to bulge; to be piled up,|||,|||,|||,&v5r;|&vi;,,,,,False,,,,,,
盛り上がる,もりあがる,1379690,1,to rouse; to get excited,|,|,|,&v5r;|&vi;,,,,,False,,,,,,
盛り上げる,もりあげる,1379700,0,to pile up; to heap up,|,|,|,&v1;|&vt;,,,,,False,,,,,,
盛り上げる,もりあげる,1379700,1,to stir up; to enliven; to bring to a climax,||,||,||,&v1;|&vt;,,,,,False,,,,,,
盛り付け,もりつけ,2140820,0,arrangement of food (on a dish); serving of (arranged) food,|,|,|,&n;,,,,,False,,,,,,
盛り付ける,もりつける,1848860,0,to dish up; to arrange food (on a plate),|,|,|,&v1;|&vt;,,,,,False,,,,,,
盛り土,もりど,1764400,0,"embankment (for road, railway, etc.); raising the ground level; fill",||,||,||,&n;,,,,,False,,,,,,
盛り場,さかりば,1379710,0,busy place; busy street; place that's always bustling with people; amusement quarters,|||,|||,|||,&n;,繁華街,,,,False,,,,,,
盛り込む,もりこむ,1379670,0,to incorporate; to include,|,|,|,&v5m;|&vt;,,,,,False,,,,,,
盛り込む,もりこむ,1379670,1,to fill (a vessel) with,,,,&v5m;|&vt;,,,,,False,,,,,,
盛り返す,もりかえす,1379720,0,to rally; to make a comeback,|,|,|,&v5s;|&vt;,,,,,False,,,,,,
盛る,もる,1379740,0,"to serve (in a bowl, on a plate, etc.); to dish out; to dish up; to fill (a bowl) with",|||,|||,|||,&v5r;|&vt;,,,,,False,,,,,,
盛る,もる,1379740,1,to pile up; to heap up; to fill up; to stack up,|||,|||,|||,&v5r;|&vt;,,,,,False,,,,,,
盛る,もる,1379740,2,"to administer (medicine, poison); to dose out; to prescribe",||,||,||,&v5r;|&vt;,,,,,False,,,,,,
盛る,もる,1379740,3,"to put into (e.g. information in a report, meaning in a statement)",,,,&v5r;|&vt;,,,,,False,,,,,,
盛る,もる,1379740,4,to mark out (e.g. scale); to graduate (e.g. thermometer),|,|,|,&v5r;|&vt;,,,,,False,,,,,,
盛る,もる,1379740,5,to exaggerate; to apply heavy makeup,|,|,|,&v5r;|&vt;,,,,,False,,,,,,&sl;
盛ん,さかん,1379750,0,prosperous; flourishing; thriving; successful,|||,|||,|||,&adj-na;,,,,,False,,,,,,
盛ん,さかん,1379750,1,popular; widespread,|,|,|,&adj-na;,,,,,False,,,,,,
盛ん,さかん,1379750,2,active; lively; energetic; vigorous; brisk; strong,|||||,|||||,|||||,&adj-na;,,,,,False,,,,,,
盛ん,さかん,1379750,3,enthusiastic; eager; hearty; frequent; repeated,||||,||||,||||,&adj-na;,,,,,False,,,,,,
盛会,せいかい,1764440,0,successful meeting,,,,&n;,,,,,False,,,,,,
盛夏,せいか,1645500,0,midsummer; height of summer,|,|,|,&n;,,,,,False,,,,,,
盛大,せいだい,1379820,0,grand; magnificent; lavish; large scale; prosperous; thriving; lively,||||||,||||||,||||||,&adj-na;|&n;,,,,,False,,,,,,
盛大,せいだい,1379820,1,forceful; powerful; vigorous,||,||,||,&adj-na;|&n;,,,,,False,,,,,,
盛時,せいじ,1764530,0,prime of life; era of national prosperity,|,|,|,&n;,,,,,False,,,,,,
盛期,せいき,1764560,0,prosperous period,,,,&n;,,,,,False,,,,,,
盛況,せいきょう,1379780,0,success; prosperity; boom,||,||,||,&n;,,,,,False,,,,,,
盛衰,せいすい,1379800,0,rise and fall; ups and downs; welfare; vicissitudes,|||,|||,|||,&n;,,,,,False,,,,,,
盟主,めいしゅ,1532660,0,leader (of an alliance); leading power,|,|,|,&n;,,,,,False,,,,,,
盟友,めいゆう,1532680,0,sworn friend,,,,&n;,,,,,False,,,,,,
盟約,めいやく,1532670,0,oath; pledge; pact; covenant; alliance,||||,||||,||||,&n;|&vs;|&vt;,,,,,False,,,,,,
監事,かんじ,1614210,0,auditor; controller; comptroller,||,||,||,&n;,,,&law;,,False,,,,,,
監事,かんじ,1614210,1,supervisor; inspector; manager,||,||,||,&n;,,,,,False,,,,,,
監修,かんしゅう,1213710,0,(editorial) supervision; general editorship,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
監修,かんしゅう,1213710,1,supervising director,,,,&n;,監修者,,,,False,,,,,,
監察,かんさつ,1213660,0,inspection; inspector,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
監察医,かんさつい,1213670,0,medical coroner; medical examiner,|,|,|,&n;,,,,,False,,,,,,
監察官,かんさつかん,1815440,0,inspector; supervisor,|,|,|,&n;,,,,,False,,,,,,
監査,かんさ,1590860,0,inspection; audit; judgement; judgment,|||,|||,|||,&n;|&vs;|&vt;,,,,,False,,,,,,
監査役,かんさやく,1213650,0,auditor; inspector,|,|,|,&n;,,,,,False,,,,,,
監獄,かんごく,1213620,0,prison,,,,&n;,獄|刑務所,,,,False,,,,,,
監理,かんり,1213760,0,superintendence; supervision; administration,||,||,||,&n;|&vs;|&vt;,,,,,False,,,,,,
監督,かんとく,1213720,0,supervision; control; superintendence; direction,|||,|||,|||,&n;|&vs;|&adj-no;,,,,,False,,,,,,
監督,かんとく,1213720,1,director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss,||||||||,||||||||,||||||||,&n;,,,,,False,,,,,,
監禁,かんきん,1213610,0,confinement,,,,&n;|&vs;|&adj-no;|&vt;,,,,,False,,,,,,
監視,かんし,1213680,0,monitoring; watching; observation; surveillance; guarding; supervision; lookout,||||||,||||||,||||||,&n;|&vs;|&vt;,,,,,False,,,,,,
監訳,かんやく,1213750,0,supervising a translation,,,,&n;|&vs;,,,,,False,,,,,,
盤,ばん,1482420,0,disk; disc; record; clock face,|||,|||,|||,&n;|&n-suf;,,,,,False,,,,,,
盤,ばん,1482420,1,tray; shallow bowl,|,|,|,&n;|&n-suf;,,,,,False,,,,,,
盤,ばん,1482420,2,grid; board (e.g. in shogi),|,|,|,&n;|&n-suf;,,,,,False,,,,,,
盤石,ばんじゃく,1601370,0,huge rock,,,,&n;,,,,,False,,,,,,
盤石,ばんじゃく,1601370,1,firmness; solidity,|,|,|,&n;|&adj-no;|&adj-na;,,,,,False,,,,,,
盤面,ばんめん,1732870,0,surface of a board or record,,,,&n;,,,,,False,,,,,,
目,め,1604890,0,eye; eyeball,|,|,|,&n;,,,,,False,,,,,,
目,め,1604890,1,eyesight; sight; vision,||,||,||,&n;,目が見える,,,,False,,,,,,
目,め,1604890,2,look; stare; gaze; glance,|||,|||,|||,&n;,,,,,False,,,,,,
目,め,1604890,3,"notice; attention; observation; eyes (of the world, public, etc.)",|||,|||,|||,&n;,,,,,False,,,,,,
目,め,1604890,4,an experience,,,,&n;,,,,,False,,,,,,
目,め,1604890,5,viewpoint,,,,&n;,,,,,False,,,,,,
目,め,1604890,6,discrimination; discernment; judgement; eye (e.g. for quality),|||,|||,|||,&n;,,,,,False,,,,,,
目,め,1604890,7,appearance,,,,&n;,,,,,False,,,,,,
目,め,1604890,8,chance to succeed; possibility,|,|,|,&n;,目がない・3,,,,False,,,,,,
目,め,1604890,9,"spacing (between crossed strands of a net, mesh, etc.); opening; stitch; texture; weave",||||,||||,||||,&n;,編み目,,,,False,,,,,,
目,め,1604890,10,grain (of wood),,,,&n;,,,,,False,,,,,,
目,め,1604890,11,"eye (of a storm, needle, etc.)",,,,&n;,,,,,False,,,,,,
目,め,1604890,12,intersection (on a go board); square (on a chess board),|,|,|,&n;,,,,,False,,,,,,
目,め,1604890,13,dot (on a dice); pip; rolled number,||,||,||,&n;,,,,,False,,,,,,
目,め,1604890,14,graduation; division (of a scale),|,|,|,&n;,,,,,False,,,,,,
目,め,1604890,15,"tooth (of a saw, comb, etc.)",,,,&n;,,,,,False,,,,,,
目,め,1604890,16,ordinal number suffix,,,,&suf;,,,,,False,,,,,,
目,め,1604890,17,somewhat; -ish,|,|,|,&suf;,大きめ,,,,True,,,,,after adj. stem,&uk;
目,め,1604890,18,point (e.g. of change),,,,&suf;,変わり目・1,,,,False,,,,,following -masu stem,
目が覚める,めがさめる,2143090,0,"to wake up; to awake; to perk up; to snap out (of a day dream, etc.)",|||,|||,|||,&exp;|&v1;,目覚める・1,,,,False,,,,,,
目が覚める,めがさめる,2143090,1,"to awaken (to the truth, etc.); to come to a realization; to come to one's senses",||,||,||,&exp;|&v1;,,,,,False,,,,,,
目くじら,めくじら,1954940,0,corner of one's eye,,,,&n;,,,,,False,,,,,,
目つき,めつき,1535670,0,look (in someone's eyes); expression (of the eyes); eyes,||,||,||,&n;,,,,,False,,,,,,
目の前,めのまえ,1808020,0,before one's eyes; in front of one; under one's nose,||,||,||,&exp;|&n;,,,,,False,,,,,,
目の前,めのまえ,1808020,1,immediate; imminent; around the corner,||,||,||,&exp;|&n;,,,,,False,,,,,,
目まぐるしい,めまぐるしい,1535170,0,hectic; bewildering; bustling; dizzy,|||,|||,|||,&adj-i;,,,,,True,,,,,,&uk;
目を通す,めをとおす,1535250,0,to scan; to look over,|,|,|,&exp;|&v5s;,,,,,False,,,,,,
目上,めうえ,1535490,0,superior; superiors; senior,||,||,||,&n;,目下・めした|上司,,,,False,,,,,,
目下,めした,1535320,0,subordinate; subordinates; inferior; inferiors; junior,||||,||||,||||,&n;,目上|部下,,,,False,,,,,,
目下,もっか,1535330,0,at present; now,|,|,|,&n;|&adv;,,,,,False,,,,,,
目付き,めつき,1535670,0,look (in someone's eyes); expression (of the eyes); eyes,||,||,||,&n;,,,,,False,,,,,,
目先,めさき,1535530,0,before one's eyes; under one's nose,|,|,|,&n;,,,,,False,,,,,,
目先,めさき,1535530,1,immediate (e.g. interests); present; at hand; short-run,|||,|||,|||,&adj-no;|&n;,,,,,False,,,,,,
目先,めさき,1535530,2,foresight; near future,|,|,|,&n;,,,,,False,,,,,,
目先,めさき,1535530,3,appearance,,,,&n;,,,,,False,,,,,,
目処,めど,1535470,0,aim; goal,|,|,|,&n;,,,,,True,,,,,,&uk;
目処,めど,1535470,1,prospect; outlook,|,|,|,&n;,目途が立つ,,,,False,,,,,,
目前,もくぜん,1535540,0,before one's very eyes; under one's nose; imminence; close at hand,|||,|||,|||,&n;|&adj-no;,,,,,False,,,,,,
目印,めじるし,1535300,0,mark (for quick identification or recognition); sign,|,|,|,&n;,,,,,False,,,,,,
目印,めじるし,1535300,1,landmark; guide,|,|,|,&n;,,,,,False,,,,,,
目印,めじるし,1535300,2,trademark,,,,&n;,,,,,False,,,,,Edo period term,&arch;
目安,めやす,1535280,0,criterion; standard; yardstick; reference; aim,||||,||||,||||,&n;,,,,,False,,,,,,
目安,めやす,1535280,1,rough estimate; approximation,|,|,|,&n;,,,,,False,,,,,,
目張り,めばり,1808140,0,weather strip; weather stripping; sealing up (a window),||,||,||,&n;|&vs;,,,,,False,,,,,,
目張り,めばり,1808140,1,putting on eyeliner (in theatre),,,,&n;|&vs;,,,,,False,,,,,,
目当て,めあて,1535600,0,mark; guide; landmark,||,||,||,&n;,,,,,False,,,,,,
目当て,めあて,1535600,1,purpose; aim; goal; intention; end,||||,||||,||||,&n;,,,,,False,,,,,,
目当て,めあて,1535600,2,sight (on a firearm),,,,&n;,照準器,,,,False,,,,,,
目抜き,めぬき,1634030,0,principal; main; important; fashionable,|||,|||,|||,&n;|&adj-no;,,,,,False,,,,,,
目指す,めざす,1535440,0,"to aim at (for, to do, to become); to try for; to have an eye on",||,||,||,&v5s;|&vt;,,,,,False,,,,,,
目指す,めざす,1535440,1,to go toward; to head for,|,|,|,&v5s;|&vt;,,,,,False,,,,,,
目撃,もくげき,1535390,0,witnessing; observing; sighting,||,||,||,&n;|&vs;|&vt;,,,,,False,,,,,,
目新しい,めあたらしい,1535510,0,original; novel; new,||,||,||,&adj-i;,,,,,False,,,,,,
目方,めかた,1535680,0,weight,,,,&n;,,,,,False,,,,,,
目標,もくひょう,1535650,0,goal; target; aim; objective,|||,|||,|||,&n;,,,,,False,,,,,,
目標,もくひょう,1535650,1,mark; sign; landmark,||,||,||,&n;,,,,,False,,,,,,
目次,もくじ,1535460,0,table of contents; contents,|,|,|,&n;,,,,,False,,,,,,
目減り,めべり,1641190,0,"loss (of weight or volume, e.g. in transit); ullage; outage",||,||,||,&n;|&vs;,,,,,False,,,,,,
目減り,めべり,1641190,1,decrease (in value); reduction,|,|,|,&n;|&vs;,,,,,False,,,,,,
目測,もくそく,1535550,0,eye measurement; measure with eye,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
目玉,めだま,1535370,0,eyeball,,,,&n;,,,,,False,,,,,,
目玉,めだま,1535370,1,special feature; centerpiece; showpiece; drawcard,|||,|||,|||,&n;,目玉番組・めだまばんぐみ,,,,False,,,,,,&abbr;
目玉,めだま,1535370,2,special program; loss leader,|,|,|,&n;,目玉商品・めだましょうひん・1,,,,False,,,,,,&abbr;
