Word,Reading,Sequence,Index,Glosses,GlossLanguages,GlossGenders,GlossTypes,PartOfSpeech,CrossRef,Antonymns,Field,Dialect,IsUsuallyKana,Sources,SourceLanguages,SourceTypes,SourceWaseigo,Info,Info2
目玉,めだま,1535370,3,sunny-side up fried egg,,,,&n;,目玉焼き・めだまやき,,,,False,,,,,,&abbr;
目玉商品,めだましょうひん,1611990,0,bargain goods; loss leader,|,|,|,&n;,,,,,False,,,,,,
目玉商品,めだましょうひん,1611990,1,eye-catching goods; featured product,|,|,|,&n;,,,,,False,,,,,,
目白,めじろ,1535610,0,white-eye family of birds (Zosteropidae),,,,&n;,,,,,True,,,,,,&uk;
目白,めじろ,1535610,1,Japanese white-eye (Zosterops japonicus),,,,&n;,,,,,True,,,,,,&uk;
目白押し,めじろおし,1604970,0,jostling; milling about; crush; being jammed together,|||,|||,|||,&n;|&adj-no;,,,,,False,,,,,,
目白押し,めじろおし,1604970,1,"packed with (activities, products, etc.); teeming with; chock-full of",||,||,||,&adj-no;,,,,,False,,,,,,
目的,もくてき,1535560,0,purpose; goal; aim; objective; intention,||||,||||,||||,&n;,,,,,False,,,,,,
目的地,もくてきち,1535580,0,place of destination,,,,&n;,,,,,False,,,,,,
目的意識,もくてきいしき,1807990,0,sense of purpose,,,,&n;,,,,,False,,,,,,
目盛り,めもり,1605030,0,"gradations (on a ruler, thermometer, etc.); division; scale",||,||,||,&n;,,,,,False,,,,,,
目眩,めまい,1569810,0,dizziness; giddiness; vertigo,||,||,||,&n;|&vs;|&adj-no;,,,,,True,,,,,,&uk;
目立つ,めだつ,1535700,0,to be conspicuous; to stand out,|,|,|,&v5t;|&vi;,,,,,False,,,,,,
目算,もくさん,1642000,0,rough estimate; rough calculation,|,|,|,&n;|&vs;,,,,,False,,,,,,
目算,もくさん,1642000,1,expectation; anticipation; plan,||,||,||,&n;,,,,,False,,,,,,
目線,めせん,1808280,0,(one's) gaze; direction in which one is looking,|,|,|,&n;,,,,,False,,,,,,
目線,めせん,1808280,1,point of view; standpoint,|,|,|,&n;,,,,,False,,,,,,
目線,めせん,1808280,2,line covering someone's eyes (in an edited photograph),,,,&n;,,,,,False,,,,,,
目茶目茶,めちゃめちゃ,1604980,0,disorderly; messy; ruined,||,||,||,&adj-na;|&n;,,,,,True,,,,,,&uk;
目茶目茶,めちゃめちゃ,1604980,1,absurd; unreasonable; excessive; rash,|||,|||,|||,&adj-na;|&n;,,,,,True,,,,,,&uk;
目茶目茶,めちゃめちゃ,1604980,2,very; extremely,|,|,|,&adv;,,,,,True,,,,,,&uk;
目茶苦茶,めちゃくちゃ,1533000,0,absurd; unreasonable; nonsensical; preposterous; incoherent,||||,||||,||||,&adj-na;|&n;,,,,,True,,,,,,&uk;
目茶苦茶,めちゃくちゃ,1533000,1,extreme; senseless; reckless; wanton,|||,|||,|||,&adj-na;|&n;,,,,,True,,,,,,&uk;
目茶苦茶,めちゃくちゃ,1533000,2,disorderly; chaotic; confused; messy,|||,|||,|||,&adj-na;|&n;,,,,,True,,,,,,&uk;
目茶苦茶,めちゃくちゃ,1533000,3,incredibly; really; so; super,|||,|||,|||,&adv;,,,,,True,,,,,,&uk;
目薬,めぐすり,1535690,0,eye drops; eyewash,|,|,|,&n;,,,,,False,,,,,,
目覚まし,めざまし,1535340,0,alarm clock,,,,&n;,目覚まし時計・めざましどけい,,,,False,,,,,,&abbr;
目覚まし,めざまし,1535340,1,waking up; keeping oneself awake,|,|,|,&n;,,,,,False,,,,,,
目覚まし,めざまし,1535340,2,type of candy given to a child after it wakes up from a nap,,,,&n;,お目覚,,,,False,,,,,,
目覚ましい,めざましい,1604930,0,remarkable; striking; brilliant; splendid; spectacular; wonderful,|||||,|||||,|||||,&adj-i;,,,,,False,,,,,,
目覚まし時計,めざましどけい,1604940,0,alarm clock,,,,&n;,,,,,False,,,,,,
目覚め,めざめ,1954950,0,waking,,,,&n;,,,,,False,,,,,,
目覚める,めざめる,1535350,0,to wake up; to awake,|,|,|,&v1;|&vi;,,,,,False,,,,,,
目覚める,めざめる,1535350,1,"to awaken to (instinct, ability, perception, etc.); to become aware of; to become conscious of; to realize",|||,|||,|||,&v1;|&vi;,,,,,False,,,,,,
目覚める,めざめる,1535350,2,to come to one's senses,,,,&v1;|&vi;,,,,,False,,,,,,
目配り,めくばり,1808110,0,being watchful; keeping watch; keeping an eye open,||,||,||,&n;|&vs;|&vi;,,,,,False,,,,,,
目録,もくろく,1535710,0,catalogue; catalog; inventory; index; list,||||,||||,||||,&n;,,,,,False,,,,,,
目録,もくろく,1535710,1,certificate indicating an impending gift,,,,&n;,,,,,False,,,,,,
目障り,めざわり,1535130,0,eyesore; unpleasant sight; obstructing a view,||,||,||,&adj-na;|&n;,,,,,False,,,,,,
目隠し,めかくし,1535310,0,something used to cover the eyes; blindfold; blinder; blinker; eye bandage,||||,||||,||||,&n;|&vs;,,,,,False,,,,,,
目隠し,めかくし,1535310,1,concealing one's home such that the interior cannot be seen from outside,,,,&n;|&vs;,,,,,False,,,,,,
目頭,めがしら,1641220,0,inner canthus; inner corner of the eye,|,|,|,&n;,目尻,,,,False,,,,,,
目黒,めぐろ,2144420,0,Meguro City (special ward of Tokyo),,,,&n;,,,,,False,,,,,,
目黒,めぐろ,2144420,1,Bonin white-eye (Apalopteron familiare),,,,&n;,,,,,True,,,,,,&uk;
目鼻,めはな,1535630,0,eyes and nose,,,,&n;,,,,,False,,,,,,
目鼻,めはな,1535630,1,looks; facial features,|,|,|,&n;,目鼻立・めはなだち,,,,False,,,,,,&abbr;
目鼻,めはな,1535630,2,shape; form,|,|,|,&n;,目鼻が付く・めはながつく,,,,False,,,,,,
盲,めくら,1584760,0,blindness; blind person,|,|,|,&n;,,,,,False,,,,,,&sens;
盲,めくら,1584760,1,illiteracy; illiterate person,|,|,|,&n;,,,,,False,,,,,,
盲,めくら,1584760,2,ignorance; ignoramus,|,|,|,&n;,,,,,False,,,,,,
盲人,もうじん,1534210,0,blind person,,,,&n;,,,,,False,,,,,,
盲学校,もうがっこう,1534140,0,school for the blind,,,,&n;,,,,,False,,,,,,
盲導犬,もうどうけん,1534290,0,guide dog for the blind; seeing eye dog,|,|,|,&n;,,,,,False,,,,,,
盲点,もうてん,1534280,0,blind spot (on the retina),,,,&n;,,,,,False,,,,,,
盲点,もうてん,1534280,1,blind spot; weak point; loophole,||,||,||,&n;,,,,,False,,,,,,
盲目,もうもく,1534340,0,blindness,,,,&n;|&adj-no;,,,,,False,,,,,,
盲目,もうもく,1534340,1,"blind (e.g. love, faith); reckless",|,|,|,&adj-na;|&n;,,,,,False,,,,,,&sens;
盲腸,もうちょう,1534260,0,cecum; caecum; blind gut,||,||,||,&n;|&adj-no;,,,&anat;,,False,,,,,,
盲腸,もうちょう,1534260,1,(vermiform) appendix,,,,&n;|&adj-no;,虫垂,,,,False,,,,,,&col;
盲腸,もうちょう,1534260,2,appendicitis,,,,&n;,虫垂炎・ちゅうすいえん|盲腸炎・もうちょうえん・1,,,,False,,,,,,&col;
直,じき,1581790,0,soon; in a moment; before long; shortly,|||,|||,|||,&adj-na;|&adv;|&n;,,,,,False,,,,,,
直,じき,1581790,1,nearby; close,|,|,|,&adj-na;|&adv;|&n;,,,,,False,,,,,,
直,じき,1581790,2,direct,,,,&adj-no;|&n;,,,,,False,,,,,,
直,じき,1581790,3,spot transaction; cash transaction,|,|,|,&adj-no;|&n;,直取引,,,,False,,,,,,
直,ちょく,1581795,0,direct; in person; frankness; honesty; simplicity; cheerfulness; correctness; being straight,|||||||,|||||||,|||||||,&adj-na;|&adv;|&n;,,,,,False,,,,,,
直,ちょく,1581795,1,night duty; shift (e.g. in a factory),|,|,|,&adj-na;|&adv;|&n;,当直・1,,,,False,,,,,,
直々,じきじき,1595210,0,in person; personally; directly,||,||,||,&adv;|&adj-no;,,,,,False,,,,,usu. as 〜に,
直ぐ,すぐ,1430610,0,immediately; at once; right away; directly,|||,|||,|||,&adv;|&n;,,,,,True,,,,,,&uk;
直ぐ,すぐ,1430610,1,soon; before long; shortly,||,||,||,&adv;|&n;,,,,,True,,,,,,&uk;
直ぐ,すぐ,1430610,2,easily; readily; without difficulty,||,||,||,&adv;|&n;,,,,,True,,,,,,&uk;
直ぐ,すぐ,1430610,3,right (near); nearby; just (handy),||,||,||,&adv;|&n;,,,,,True,,,,,,&uk;
直ぐ,すぐ,1430610,4,honest; upright; frank; straightforward,|||,|||,|||,&adj-na;,,,,,True,,,,,,&uk;
直ぐさま,すぐさま,1430640,0,immediately; promptly,|,|,|,&adv;,,,,,True,,,,,,&uk;
直ぐに,すぐに,1430620,0,immediately; right away; at once; instantly,|||,|||,|||,&adv;,直ぐ・1,,,,True,,,,,,&uk;
直し,なおし,1430650,0,correction; rectification,|,|,|,&n;,,,,,False,,,,,,
直し,なおし,1430650,1,mending; repair,|,|,|,&n;,,,,,False,,,,,,
直す,なおす,1599390,0,to cure; to heal,|,|,|,&v5s;|&vt;,,,,,False,,,,,usu. 治す,
直す,なおす,1599390,1,to fix; to correct; to repair,||,||,||,&v5s;|&vt;,,,,,False,,,,,usu. 直す,
直す,なおす,1599390,2,to do over again,,,,&aux-v;,,,,,False,,,,,after -masu base of verb; usu. 直す,
直す,なおす,1599390,3,to replace; to put back as it was,|,|,|,&aux-v;,,,,&ksb;|&kyb;,False,,,,,usu. 直す,
直す,なおす,1599390,4,to convert (into a different state); to transform,|,|,|,&aux-v;,,,,,False,,,,,usu. 直す,
直ちに,ただちに,1430670,0,at once; immediately; right away; without delay,|||,|||,|||,&adv;,,,,,False,,,,,,
直ちに,ただちに,1430670,1,"directly (face, lead to, etc.); automatically (mean, result in, etc.)",|,|,|,&adv;,,,,,False,,,,,,
直に,じかに,1430690,0,directly; in person; firsthand,||,||,||,&adv;,,,,,True,,,,,,&uk;
直に,じきに,1430700,0,immediately; right away; at once; soon; shortly; in a moment; before long,||||||,||||||,||||||,&adv;,,,,,False,,,,,,
直に,じきに,1430700,1,easily; readily,|,|,|,&adv;,,,,,False,,,,,,
直る,なおる,2846390,0,to get mended; to be repaired; to be fixed,||,||,||,&v5r;|&vi;,,,,,False,,,,,,
直る,なおる,2846390,1,to return to normal; to recover (e.g. one's temper); to be restored; to improve; to rally; to come right,|||||,|||||,|||||,&v5r;|&vi;,,,,,False,,,,,,
直る,なおる,2846390,2,to be corrected; to get put right; to be rectified,||,||,||,&v5r;|&vi;,,,,,False,,,,,,
直る,なおる,2846390,3,to come right; to cure (itself); to get cured,||,||,||,&v5r;|&vi;,,,,,False,,,,,,
直る,なおる,2846390,4,to sit properly,,,,&v5r;|&vi;,,,,,False,,,,,,
直る,なおる,2846390,5,to be promoted; to rise,|,|,|,&v5r;|&vi;,,,,,False,,,,,,
直る,なおる,2846390,6,to have one's crimes forgiven,,,,&v5r;|&vi;,,,,,False,,,,,,
直下,ちょっか,1430760,0,directly under,,,,&n;|&adj-no;|&vs;,,,,,False,,,,,,
直下,ちょっか,1430760,1,falling perpendicularly,,,,&n;|&vs;,,,,,False,,,,,,
直列,ちょくれつ,1431610,0,series (e.g. electrical),,,,&n;|&adj-no;,直列回路・ちょくれつかいろ|並列・2,,,,False,,,,,,
直列,ちょくれつ,1431610,1,serial,,,,&adj-f;,,,,,False,,,,,,
直前,ちょくぜん,1431330,0,just before,,,,&n;|&adv;,,,,,False,,,,,,
直営,ちょくえい,1430710,0,direct management,,,,&n;|&vs;|&adj-no;|&vt;,,,,,False,,,,,,
直売,ちょくばい,1431490,0,direct selling; direct sales,|,|,|,&n;|&vs;|&vt;,,,,,False,,,,,,
直射,ちょくしゃ,1430990,0,direct fire; frontal fire; direct rays (of sunlight),||,||,||,&n;|&vs;|&adj-no;,,,,,False,,,,,,
直属,ちょくぞく,1431390,0,direct control; direct supervision,|,|,|,&n;|&vs;|&adj-no;|&vi;,,,,,False,,,,,,
直径,ちょっけい,1597720,0,diameter,,,,&n;,,,,,False,,,,,,
直後,ちょくご,1430930,0,immediately following,,,,&n;|&adv;,,,,,False,,,,,,
直感,ちょっかん,1430850,0,intuition; instinct; insight; hunch; immediacy,||||,||||,||||,&n;|&vs;|&vt;|&adj-no;,,,,,False,,,,,,
直接,ちょくせつ,1431110,0,direct; immediate; personal; firsthand,|||,|||,|||,&adj-na;|&n;|&adj-no;|&adv;,間接・かんせつ,,,,False,,,,,,
直接的,ちょくせつてき,1431250,0,direct,,,,&adj-na;,,,,,False,,,,,,
直接税,ちょくせつぜい,1431220,0,direct tax,,,,&n;,,,,,False,,,,,,
直接行動,ちょくせつこうどう,1431180,0,direct action,,,,&n;,,,,,False,,,,,,
直接選挙,ちょくせつせんきょ,1788320,0,direct election,,,,&n;,,,,,False,,,,,,
直撃,ちょくげき,1430890,0,direct hit,,,,&n;|&vs;|&vt;|&vi;,,,,,False,,,,,,
直方体,ちょくほうたい,1431530,0,right-angled parallelepiped; cuboid; rectangular solid,||,||,||,&n;,,,&math;,,False,,,,,,
直流,ちょくりゅう,1431600,0,direct current; DC,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
直球,ちょっきゅう,1581800,0,straight ball (pitch),,,,&n;,変化球,,&baseb;,,False,,,,,,
直球,ちょっきゅう,1581800,1,direct (e.g. question); blunt,|,|,|,&adj-no;,,,,,False,,,,,,
直立,ちょくりつ,1431570,0,standing upright; standing straight; standing erect,||,||,||,&n;|&vs;|&adj-no;,,,,,False,,,,,,
直立,ちょくりつ,1431570,1,rising perpendicularly; rising straight up; towering high,||,||,||,&n;|&vs;|&adj-no;,,,,,False,,,,,,
直筆,じきひつ,1431500,0,one's own handwriting; autograph,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
直系,ちょっけい,1430880,0,direct descent; direct line,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
直結,ちょっけつ,1430910,0,direct connection; direct link,|,|,|,&n;|&vs;|&adj-no;|&vt;|&vi;,,,,,False,,,,,,
直線,ちょくせん,1431310,0,straight line,,,,&n;|&adj-no;,,,,,False,,,,,,
直腸,ちょくちょう,1431430,0,rectum,,,,&n;|&adj-no;,,,&anat;,,False,,,,,,
直航,ちょっこう,1430950,0,direct voyage; direct service,|,|,|,&n;|&vs;|&vi;,,,,,False,,,,,,
直行,ちょっこう,1430960,0,through; non-stop; direct; going straight to,|||,|||,|||,&n;|&vs;|&adj-no;,,,,,False,,,,,,
直視,ちょくし,1430980,0,looking someone in the eyes; taking a straight look at something,|,|,|,&n;|&vs;,,,,,False,,,,,,
直観,ちょっかん,1430850,0,intuition; instinct; insight; hunch; immediacy,||||,||||,||||,&n;|&vs;|&vt;|&adj-no;,,,,,False,,,,,,
直観的,ちょっかんてき,1597710,0,intuitive,,,,&adj-na;,,,,,False,,,,,,
直角,ちょっかく,1430800,0,right angle; perpendicular,|,|,|,&n;|&adj-na;|&adj-no;,,,,,False,,,,,,
直言,ちょくげん,1430920,0,straight talk; plain speaking; speaking frankly,||,||,||,&n;|&vs;|&vt;,,,,,False,,,,,,
直訳,ちょくやく,1431550,0,literal translation; direct translation,|,|,|,&n;|&vs;|&vt;,意訳,,,,False,,,,,,
直訴,じきそ,1431340,0,direct appeal,,,,&n;|&vs;|&vt;,,,,,False,,,,,,
直談判,じかだんぱん,1431410,0,direct talks; direct negotiations; talking to someone in person,||,||,||,&n;|&vs;|&vt;,,,,,False,,,,,,
直輸入,ちょくゆにゅう,1581850,0,direct import; direct importation,|,|,|,&n;|&vs;,,,,,False,,,,,,
直轄,ちょっかつ,1430810,0,direct control,,,,&n;|&vs;|&adj-no;|&vt;,,,,,False,,,,,,
直送,ちょくそう,1431370,0,direct delivery,,,,&n;|&vs;|&vt;,,,,,False,,,,,,
直通,ちょくつう,1431440,0,direct line; direct communication; connecting directly; through service; nonstop service,||||,||||,||||,&n;|&vs;|&adj-no;|&vi;,,,,,False,,,,,,
直進,ちょくしん,1431070,0,going straight on; going straight ahead,|,|,|,&n;|&vs;|&vi;,,,,,False,,,,,,
直面,ちょくめん,1431540,0,confrontation,,,,&n;,,,,,False,,,,,,
直面,ちょくめん,1431540,1,to face; to confront; to encounter,||,||,||,&vs;,,,,,False,,,,,,
相づち,あいづち,1401220,0,aizuchi; back-channeling; interjections indicating that one is paying attention,||,||,||expl,&n;,,,,,False,,,,,,
相づち,あいづち,1401220,1,two smiths hammering at an object in turn,,,,&n;,向こう鎚・1,,,,False,,,,,,
相まって,あいまって,1749070,0,coupled with; together,|,|,|,&adv;,,,,,False,,,,,,
相乗,そうじょう,1401050,0,multiplication; synergism,|,|,|,&n;|&vs;,,,,,False,,,,,,
相乗り,あいのり,1586110,0,"riding together; sharing a car (taxi, etc.)",|,|,|,&n;|&vs;|&vi;,,,,,False,,,,,,
相乗り,あいのり,1586110,1,doing in collaboration,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
相乗り,あいのり,1586110,2,backing of the same candidate by different political parties,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
相互,そうご,1596370,0,mutual; reciprocal,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
相互交流,そうごこうりゅう,2132710,0,mutual exchange,,,,&n;,,,,,False,,,,,,
相互作用,そうごさよう,1748850,0,interaction,,,,&n;,,,,,False,,,,,,&yoji;
相互銀行,そうごぎんこう,1400900,0,mutual savings bank,,,,&n;,,,,,False,,,,,,
相似,そうじ,1400960,0,resemblance; likeness; similitude,||,||,||,&n;|&vs;,,,,,False,,,,,,
相似,そうじ,1400960,1,similarity,,,,&n;|&adj-na;|&adj-no;,,,&math;,,False,,,,,,
相似,そうじ,1400960,2,analogy,,,,&n;,相同,,&biol;,,False,,,,,,
相似形,そうじけい,1748950,0,similar figures (in geometry),,,,&n;,,,&math;,,False,,,,,,
相克,そうこく,1596360,0,rivalry,,,,&n;|&vs;,,,,,False,,,,,,
相半ばする,あいなかばする,1847980,0,"to be equal in number, degree, etc. (of two things in opposition); to balance; to cancel out",||,||,||,&vs-s;|&vi;,,,,,False,,,,,,
相場,そうば,1401070,0,market price,,,,&n;,,,,,False,,,,,,
相場,そうば,1401070,1,speculation (e.g. on stocks),,,,&n;,,,,,False,,,,,,
相場,そうば,1401070,2,reputation (according to conventional wisdom); estimation; esteem,||,||,||,&n;,,,,,False,,,,,,
相変わらず,あいかわらず,1401310,0,as usual; as always; as before; as ever; still,||||,||||,||||,&adv;|&adj-no;,,,,,False,,,,,,
相対,あいたい,1401100,0,involving only the parties concerned; tete-a-tete,|,|,|,&n;|&adj-no;,,,,,False,,,,,,
相対,そうたい,1401110,0,relativity,,,,&n;,,絶対・3,,,False,,,,,,
相対,そうたい,1401110,1,relative,,,,&adj-f;,,,,,False,,,,,,
相対,そうたい,1401110,2,facing (e.g. a problem); confronting,|,|,|,&n;|&vs;,,,,,False,,,,,,
相対性理論,そうたいせいりろん,1401160,0,theory of relativity,,,,&n;,相対論・そうたいろん・1,,&physics;,,False,,,,,,
相対的,そうたいてき,1401180,0,relative,,,,&adj-na;,,,,,False,,,,,,
相当,そうとう,1401240,0,"corresponding to (in meaning, function, etc.); being equivalent to",|,|,|,&n;|&vs;|&adj-no;,,,,,False,,,,,,
相当,そうとう,1401240,1,appropriate; suitable; befitting; proportionate,|||,|||,|||,&adj-na;|&adj-no;,,,,,False,,,,,,
相当,そうとう,1401240,2,to be proportionate to; to be in keeping with; to be deserving of; to be worthy of,|||,|||,|||,&vs;,,,,,False,,,,,,
相当,そうとう,1401240,3,considerable; substantial,|,|,|,&adj-na;|&adj-no;,,,,,False,,,,,,
相当,そうとう,1401240,4,considerably; rather; quite; fairly; pretty,||||,||||,||||,&adv;,,,,,False,,,,,,
相応,そうおう,1400840,0,suitable; appropriate; befitting; becoming; adequate; reasonable; proper,||||||,||||||,||||||,&adj-na;|&adj-no;|&n;|&vs;,,,,,False,,,,,,
相応,そうおう,1400840,1,conjoining; association; samprayukta,||,||,||,&n;|&vs;,,,&Buddh;,,False,,,,,,
相応しい,ふさわしい,1400850,0,appropriate; adequate; suitable; fitting; worthy,||||,||||,||||,&adj-i;,,,,,True,,,,,,&uk;
相思,そうし,1660790,0,mutual affection; mutual love,|,|,|,&n;,相思相愛,,,,False,,,,,,
相性,あいしょう,1586070,0,affinity; compatibility; chemistry (between people),||,||,||,&n;,,,,,False,,,,,,
相愛,そうあい,1749160,0,mutual love,,,,&n;|&vs;|&vi;,,,,,False,,,,,,
相手,あいて,1401000,0,companion; partner; company,||,||,||,&n;,,,,,False,,,,,,
相手,あいて,1401000,1,other party; addressee,|,|,|,&n;,,,,,False,,,,,,
相手,あいて,1401000,2,"opponent (sports, etc.)",,,,&n;,,,,,False,,,,,,
相手取る,あいてどる,1847970,0,"to challenge (esp. in a lawsuit); to take on an opponent (in negotiations, contest, etc.)",|,|,|,&exp;|&v5r;|&vt;,,,,,False,,,,,,
相手方,あいてかた,1401030,0,other party; opposite party; opposing team; one's opponent; one's adversary,||||,||||,||||,&n;,,,,,False,,,,,,
相打ち,あいうち,1400880,0,"simultaneously striking one another (in kendo, etc.)",,,,&n;,,,,,False,,,,,,
相打ち,あいうち,1400880,1,draw; tie,|,|,|,&n;,,,,,False,,,,,,
相撲,すもう,1401360,0,sumo wrestling,,,,&n;,,,&sumo;,,False,,,,,,
相撲,すもう,1401360,1,wrestler; rikishi,|,|,|,&n;,相撲取り,,&sumo;,,False,,,,,,&abbr;
相撲取り,すもうとり,1401380,0,wrestler; rikishi,|,|,|,&n;,,,&sumo;,,False,,,,,,
相棒,あいぼう,1401350,0,partner; pal; accomplice,||,||,||,&n;,,,,,False,,,,,,
相槌,あいづち,1401220,0,aizuchi; back-channeling; interjections indicating that one is paying attention,||,||,||expl,&n;,,,,,False,,,,,,
相槌,あいづち,1401220,1,two smiths hammering at an object in turn,,,,&n;,向こう鎚・1,,,,False,,,,,,
相次ぐ,あいつぐ,1400980,0,to follow in succession; to happen one after another,|,|,|,&v5g;,,,,,False,,,,,,
相殺,そうさい,1400950,0,offset; offsetting each other; cancelling each other out; counterbalancing,|||,|||,|||,&n;|&vs;,,,,,False,,,,,,
相殺,そうさい,1400950,1,set-off; setoff,|,|,|,&n;,,,&law;,,False,,,,,,
相続,そうぞく,1401090,0,succession; inheritance,|,|,|,&n;|&vs;,,,,,False,,,,,,
相続税,そうぞくぜい,1749210,0,inheritance tax; death duty,|,|,|,&n;,,,,,False,,,,,,
相談,そうだん,1401210,0,consultation; discussion; discussing; asking (someone) for advice,|||,|||,|||,&n;|&vs;|&vt;,,,,,False,,,,,,
相談役,そうだんやく,1749250,0,counselor; counsellor; adviser; advisor,|||,|||,|||,&n;,,,,,False,,,,,,
